Total Nacional;Municipios;Indicadores;Sexo;Periodo;Total
Total Nacional;Palencia;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Mujeres;2013;""
Total Nacional;Palencia;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Mujeres;2012;""
Total Nacional;Palencia;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Mujeres;2011;""
Total Nacional;Palencia;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Mujeres;2010;""
Total Nacional;Palencia;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Hombres;2023;""
Total Nacional;Palencia;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Hombres;2022;""
Total Nacional;Palencia;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Hombres;2021;""
Total Nacional;Palencia;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Hombres;2020;""
Total Nacional;Palencia;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Hombres;2019;""
Total Nacional;Palencia;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Hombres;2018;""
Total Nacional;Palencia;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Hombres;2017;""
Total Nacional;Palencia;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Hombres;2016;""
Total Nacional;Palencia;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Hombres;2015;""
Total Nacional;Palencia;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Hombres;2014;""
Total Nacional;Palencia;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Hombres;2013;""
Total Nacional;Palencia;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Hombres;2012;""
Total Nacional;Palencia;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Hombres;2011;""
Total Nacional;Palencia;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Hombres;2010;""
Total Nacional;Palencia;Proporción de empleo en industria (NACE Rev.2 B-E) (Porcentaje);Total;2023;""
Total Nacional;Palencia;Proporción de empleo en industria (NACE Rev.2 B-E) (Porcentaje);Total;2022;8,87
Total Nacional;Palencia;Proporción de empleo en industria (NACE Rev.2 B-E) (Porcentaje);Total;2021;9,39
Total Nacional;Palencia;Proporción de empleo en industria (NACE Rev.2 B-E) (Porcentaje);Total;2020;8,98
Total Nacional;Palencia;Proporción de empleo en industria (NACE Rev.2 B-E) (Porcentaje);Total;2019;9,02
Total Nacional;Palencia;Proporción de empleo en industria (NACE Rev.2 B-E) (Porcentaje);Total;2018;9,11
Total Nacional;Palencia;Proporción de empleo en industria (NACE Rev.2 B-E) (Porcentaje);Total;2017;8,29
Total Nacional;Palencia;Proporción de empleo en industria (NACE Rev.2 B-E) (Porcentaje);Total;2016;7,46
Total Nacional;Palencia;Proporción de empleo en industria (NACE Rev.2 B-E) (Porcentaje);Total;2015;7,16
Total Nacional;Palencia;Proporción de empleo en industria (NACE Rev.2 B-E) (Porcentaje);Total;2014;7,03
Total Nacional;Palencia;Proporción de empleo en industria (NACE Rev.2 B-E) (Porcentaje);Total;2013;8,19
Total Nacional;Palencia;Proporción de empleo en industria (NACE Rev.2 B-E) (Porcentaje);Total;2012;7,55
Total Nacional;Palencia;Proporción de empleo en industria (NACE Rev.2 B-E) (Porcentaje);Total;2011;7,14
Total Nacional;Palencia;Proporción de empleo en industria (NACE Rev.2 B-E) (Porcentaje);Total;2010;6,68
Total Nacional;Palencia;Proporción de empleo en industria (NACE Rev.2 B-E) (Porcentaje);Mujeres;2023;""
Total Nacional;Palencia;Proporción de empleo en industria (NACE Rev.2 B-E) (Porcentaje);Mujeres;2022;""
Total Nacional;Palencia;Proporción de empleo en industria (NACE Rev.2 B-E) (Porcentaje);Mujeres;2021;""
Total Nacional;Palencia;Proporción de empleo en industria (NACE Rev.2 B-E) (Porcentaje);Mujeres;2020;""
Total Nacional;Palencia;Proporción de empleo en industria (NACE Rev.2 B-E) (Porcentaje);Mujeres;2019;""
Total Nacional;Palencia;Proporción de empleo en industria (NACE Rev.2 B-E) (Porcentaje);Mujeres;2018;""
Total Nacional;Palencia;Proporción de empleo en industria (NACE Rev.2 B-E) (Porcentaje);Mujeres;2017;""
Total Nacional;Palencia;Proporción de empleo en industria (NACE Rev.2 B-E) (Porcentaje);Mujeres;2016;""
Total Nacional;Palencia;Proporción de empleo en industria (NACE Rev.2 B-E) (Porcentaje);Mujeres;2015;""
Total Nacional;Palencia;Proporción de empleo en industria (NACE Rev.2 B-E) (Porcentaje);Mujeres;2014;""
Total Nacional;Palencia;Proporción de empleo en industria (NACE Rev.2 B-E) (Porcentaje);Mujeres;2013;""
Total Nacional;Palencia;Proporción de empleo en industria (NACE Rev.2 B-E) (Porcentaje);Mujeres;2012;""
Total Nacional;Palencia;Proporción de empleo en industria (NACE Rev.2 B-E) (Porcentaje);Mujeres;2011;""
Total Nacional;Palencia;Proporción de empleo en industria (NACE Rev.2 B-E) (Porcentaje);Mujeres;2010;""
Total Nacional;Palencia;Proporción de empleo en industria (NACE Rev.2 B-E) (Porcentaje);Hombres;2023;""
Total Nacional;Palencia;Proporción de empleo en industria (NACE Rev.2 B-E) (Porcentaje);Hombres;2022;""
Total Nacional;Palencia;Proporción de empleo en industria (NACE Rev.2 B-E) (Porcentaje);Hombres;2021;""
Total Nacional;Palencia;Proporción de empleo en industria (NACE Rev.2 B-E) (Porcentaje);Hombres;2020;""
Total Nacional;Palencia;Proporción de empleo en industria (NACE Rev.2 B-E) (Porcentaje);Hombres;2019;""
Total Nacional;Palencia;Proporción de empleo en industria (NACE Rev.2 B-E) (Porcentaje);Hombres;2018;""
Total Nacional;Palencia;Proporción de empleo en industria (NACE Rev.2 B-E) (Porcentaje);Hombres;2017;""
Total Nacional;Palencia;Proporción de empleo en industria (NACE Rev.2 B-E) (Porcentaje);Hombres;2016;""
Total Nacional;Palencia;Proporción de empleo en industria (NACE Rev.2 B-E) (Porcentaje);Hombres;2015;""
Total Nacional;Palencia;Proporción de empleo en industria (NACE Rev.2 B-E) (Porcentaje);Hombres;2014;""
Total Nacional;Palencia;Proporción de empleo en industria (NACE Rev.2 B-E) (Porcentaje);Hombres;2013;""
Total Nacional;Palencia;Proporción de empleo en industria (NACE Rev.2 B-E) (Porcentaje);Hombres;2012;""
Total Nacional;Palencia;Proporción de empleo en industria (NACE Rev.2 B-E) (Porcentaje);Hombres;2011;""
Total Nacional;Palencia;Proporción de empleo en industria (NACE Rev.2 B-E) (Porcentaje);Hombres;2010;""
Total Nacional;Palencia;Renta neta media anual de los hogares (Euros);Total;2023;""
Total Nacional;Palencia;Renta neta media anual de los hogares (Euros);Total;2022;33.265,17
Total Nacional;Palencia;Renta neta media anual de los hogares (Euros);Total;2021;32.032,12
Total Nacional;Palencia;Renta neta media anual de los hogares (Euros);Total;2020;31.398,88
Total Nacional;Palencia;Renta neta media anual de los hogares (Euros);Total;2019;31.429,78
Total Nacional;Palencia;Renta neta media anual de los hogares (Euros);Total;2018;30.371,1
Total Nacional;Palencia;Renta neta media anual de los hogares (Euros);Total;2017;29.581,29
Total Nacional;Palencia;Renta neta media anual de los hogares (Euros);Total;2016;29.201,62
Total Nacional;Palencia;Renta neta media anual de los hogares (Euros);Total;2015;28.411,83
Total Nacional;Palencia;Renta neta media anual de los hogares (Euros);Total;2014;27.640,86
Total Nacional;Palencia;Renta neta media anual de los hogares (Euros);Total;2013;27.651,54
Total Nacional;Palencia;Renta neta media anual de los hogares (Euros);Total;2012;27.728,49
Total Nacional;Palencia;Renta neta media anual de los hogares (Euros);Total;2011;29.931,51
Total Nacional;Palencia;Renta neta media anual de los hogares (Euros);Total;2010;..
Total Nacional;Palencia;Renta neta media anual de los hogares (Euros);Mujeres;2023;""
Total Nacional;Palencia;Renta neta media anual de los hogares (Euros);Mujeres;2022;""
Total Nacional;Palencia;Renta neta media anual de los hogares (Euros);Mujeres;2021;""
Total Nacional;Palencia;Renta neta media anual de los hogares (Euros);Mujeres;2020;""
Total Nacional;Palencia;Renta neta media anual de los hogares (Euros);Mujeres;2019;""
Total Nacional;Palencia;Renta neta media anual de los hogares (Euros);Mujeres;2018;""
Total Nacional;Palencia;Renta neta media anual de los hogares (Euros);Mujeres;2017;""
Total Nacional;Palencia;Renta neta media anual de los hogares (Euros);Mujeres;2016;""
Total Nacional;Palencia;Renta neta media anual de los hogares (Euros);Mujeres;2015;""
Total Nacional;Palencia;Renta neta media anual de los hogares (Euros);Mujeres;2014;""
Total Nacional;Palencia;Renta neta media anual de los hogares (Euros);Mujeres;2013;""
Total Nacional;Palencia;Renta neta media anual de los hogares (Euros);Mujeres;2012;""
Total Nacional;Palencia;Renta neta media anual de los hogares (Euros);Mujeres;2011;""
Total Nacional;Palencia;Renta neta media anual de los hogares (Euros);Mujeres;2010;""
Total Nacional;Palencia;Renta neta media anual de los hogares (Euros);Hombres;2023;""
Total Nacional;Palencia;Renta neta media anual de los hogares (Euros);Hombres;2022;""
Total Nacional;Palencia;Renta neta media anual de los hogares (Euros);Hombres;2021;""
Total Nacional;Palencia;Renta neta media anual de los hogares (Euros);Hombres;2020;""
Total Nacional;Palencia;Renta neta media anual de los hogares (Euros);Hombres;2019;""
Total Nacional;Palencia;Renta neta media anual de los hogares (Euros);Hombres;2018;""
Total Nacional;Palencia;Renta neta media anual de los hogares (Euros);Hombres;2017;""
Total Nacional;Palencia;Renta neta media anual de los hogares (Euros);Hombres;2016;""
Total Nacional;Palencia;Renta neta media anual de los hogares (Euros);Hombres;2015;""
Total Nacional;Palencia;Renta neta media anual de los hogares (Euros);Hombres;2014;""
Total Nacional;Palencia;Renta neta media anual de los hogares (Euros);Hombres;2013;""
Total Nacional;Palencia;Renta neta media anual de los hogares (Euros);Hombres;2012;""
Total Nacional;Palencia;Renta neta media anual de los hogares (Euros);Hombres;2011;""
Total Nacional;Palencia;Renta neta media anual de los hogares (Euros);Hombres;2010;""
Total Nacional;Palencia;Renta neta media anual por habitante (Euros);Total;2023;""
Total Nacional;Palencia;Renta neta media anual por habitante (Euros);Total;2022;14.760,3
Total Nacional;Palencia;Renta neta media anual por habitante (Euros);Total;2021;14.071,43
Total Nacional;Palencia;Renta neta media anual por habitante (Euros);Total;2020;13.661,63
Total Nacional;Palencia;Renta neta media anual por habitante (Euros);Total;2019;13.579,58
Total Nacional;Palencia;Renta neta media anual por habitante (Euros);Total;2018;13.066,69
Total Nacional;Palencia;Renta neta media anual por habitante (Euros);Total;2017;12.650,28
Total Nacional;Palencia;Renta neta media anual por habitante (Euros);Total;2016;12.414,45
Total Nacional;Palencia;Renta neta media anual por habitante (Euros);Total;2015;12.014,79
Total Nacional;Palencia;Renta neta media anual por habitante (Euros);Total;2014;""
Total Nacional;Palencia;Renta neta media anual por habitante (Euros);Total;2013;""
Total Nacional;Palencia;Renta neta media anual por habitante (Euros);Total;2012;""
Total Nacional;Palencia;Renta neta media anual por habitante (Euros);Total;2011;""
Total Nacional;Palencia;Renta neta media anual por habitante (Euros);Total;2010;""
Total Nacional;Palencia;Renta neta media anual por habitante (Euros);Mujeres;2023;""
Total Nacional;Palencia;Renta neta media anual por habitante (Euros);Mujeres;2022;""
Total Nacional;Palencia;Renta neta media anual por habitante (Euros);Mujeres;2021;""
Total Nacional;Palencia;Renta neta media anual por habitante (Euros);Mujeres;2020;""
Total Nacional;Palencia;Renta neta media anual por habitante (Euros);Mujeres;2019;""
Total Nacional;Palencia;Renta neta media anual por habitante (Euros);Mujeres;2018;""
Total Nacional;Palencia;Renta neta media anual por habitante (Euros);Mujeres;2017;""
Total Nacional;Palencia;Renta neta media anual por habitante (Euros);Mujeres;2016;""
Total Nacional;Palencia;Renta neta media anual por habitante (Euros);Mujeres;2015;""
Total Nacional;Palencia;Renta neta media anual por habitante (Euros);Mujeres;2014;""
Total Nacional;Palencia;Renta neta media anual por habitante (Euros);Mujeres;2013;""
Total Nacional;Palencia;Renta neta media anual por habitante (Euros);Mujeres;2012;""
Total Nacional;Palencia;Renta neta media anual por habitante (Euros);Mujeres;2011;""
Total Nacional;Palencia;Renta neta media anual por habitante (Euros);Mujeres;2010;""
Total Nacional;Palencia;Renta neta media anual por habitante (Euros);Hombres;2023;""
Total Nacional;Palencia;Renta neta media anual por habitante (Euros);Hombres;2022;""
Total Nacional;Palencia;Renta neta media anual por habitante (Euros);Hombres;2021;""
Total Nacional;Palencia;Renta neta media anual por habitante (Euros);Hombres;2020;""
Total Nacional;Palencia;Renta neta media anual por habitante (Euros);Hombres;2019;""
Total Nacional;Palencia;Renta neta media anual por habitante (Euros);Hombres;2018;""
Total Nacional;Palencia;Renta neta media anual por habitante (Euros);Hombres;2017;""
Total Nacional;Palencia;Renta neta media anual por habitante (Euros);Hombres;2016;""
Total Nacional;Palencia;Renta neta media anual por habitante (Euros);Hombres;2015;""
Total Nacional;Palencia;Renta neta media anual por habitante (Euros);Hombres;2014;""
Total Nacional;Palencia;Renta neta media anual por habitante (Euros);Hombres;2013;""
Total Nacional;Palencia;Renta neta media anual por habitante (Euros);Hombres;2012;""
Total Nacional;Palencia;Renta neta media anual por habitante (Euros);Hombres;2011;""
Total Nacional;Palencia;Renta neta media anual por habitante (Euros);Hombres;2010;""
Total Nacional;Palencia;Renta neta media anual por unidad de consumo (Euros);Total;2023;""
Total Nacional;Palencia;Renta neta media anual por unidad de consumo (Euros);Total;2022;21.089,13
Total Nacional;Palencia;Renta neta media anual por unidad de consumo (Euros);Total;2021;20.179,38
Total Nacional;Palencia;Renta neta media anual por unidad de consumo (Euros);Total;2020;19.660,25
Total Nacional;Palencia;Renta neta media anual por unidad de consumo (Euros);Total;2019;19.603,81
Total Nacional;Palencia;Renta neta media anual por unidad de consumo (Euros);Total;2018;18.898,96
Total Nacional;Palencia;Renta neta media anual por unidad de consumo (Euros);Total;2017;18.336,1
Total Nacional;Palencia;Renta neta media anual por unidad de consumo (Euros);Total;2016;18.030,6
Total Nacional;Palencia;Renta neta media anual por unidad de consumo (Euros);Total;2015;17.486,6
Total Nacional;Palencia;Renta neta media anual por unidad de consumo (Euros);Total;2014;""
Total Nacional;Palencia;Renta neta media anual por unidad de consumo (Euros);Total;2013;""
Total Nacional;Palencia;Renta neta media anual por unidad de consumo (Euros);Total;2012;""
Total Nacional;Palencia;Renta neta media anual por unidad de consumo (Euros);Total;2011;""
Total Nacional;Palencia;Renta neta media anual por unidad de consumo (Euros);Total;2010;""
Total Nacional;Palencia;Renta neta media anual por unidad de consumo (Euros);Mujeres;2023;""
Total Nacional;Palencia;Renta neta media anual por unidad de consumo (Euros);Mujeres;2022;""
Total Nacional;Palencia;Renta neta media anual por unidad de consumo (Euros);Mujeres;2021;""
Total Nacional;Palencia;Renta neta media anual por unidad de consumo (Euros);Mujeres;2020;""
Total Nacional;Palencia;Renta neta media anual por unidad de consumo (Euros);Mujeres;2019;""
Total Nacional;Palencia;Renta neta media anual por unidad de consumo (Euros);Mujeres;2018;""
Total Nacional;Palencia;Renta neta media anual por unidad de consumo (Euros);Mujeres;2017;""
Total Nacional;Palencia;Renta neta media anual por unidad de consumo (Euros);Mujeres;2016;""
Total Nacional;Palencia;Renta neta media anual por unidad de consumo (Euros);Mujeres;2015;""
Total Nacional;Palencia;Renta neta media anual por unidad de consumo (Euros);Mujeres;2014;""
Total Nacional;Palencia;Renta neta media anual por unidad de consumo (Euros);Mujeres;2013;""
Total Nacional;Palencia;Renta neta media anual por unidad de consumo (Euros);Mujeres;2012;""
Total Nacional;Palencia;Renta neta media anual por unidad de consumo (Euros);Mujeres;2011;""
Total Nacional;Palencia;Renta neta media anual por unidad de consumo (Euros);Mujeres;2010;""
Total Nacional;Palencia;Renta neta media anual por unidad de consumo (Euros);Hombres;2023;""
Total Nacional;Palencia;Renta neta media anual por unidad de consumo (Euros);Hombres;2022;""
Total Nacional;Palencia;Renta neta media anual por unidad de consumo (Euros);Hombres;2021;""
Total Nacional;Palencia;Renta neta media anual por unidad de consumo (Euros);Hombres;2020;""
Total Nacional;Palencia;Renta neta media anual por unidad de consumo (Euros);Hombres;2019;""
Total Nacional;Palencia;Renta neta media anual por unidad de consumo (Euros);Hombres;2018;""
Total Nacional;Palencia;Renta neta media anual por unidad de consumo (Euros);Hombres;2017;""
Total Nacional;Palencia;Renta neta media anual por unidad de consumo (Euros);Hombres;2016;""
Total Nacional;Palencia;Renta neta media anual por unidad de consumo (Euros);Hombres;2015;""
Total Nacional;Palencia;Renta neta media anual por unidad de consumo (Euros);Hombres;2014;""
Total Nacional;Palencia;Renta neta media anual por unidad de consumo (Euros);Hombres;2013;""
